customer_id,region,loyalty_status
3372,South,Bronze
3373,South,Gold
3374,North,Platinum
3375,South,Bronze
3376,South,Silver
3377,South,Bronze
3378,West,Bronze
3379,Central,Gold
3380,West,Silver
3381,East,Gold
3382,North,Bronze
3383,South,Silver
3384,North,Platinum
3385,North,Platinum
3386,West,Silver
3387,North,Platinum
3388,West,Bronze
3389,South,Gold
3390,South,Platinum
3391,East,Silver
3392,Central,Platinum
3393,Central,Gold
3394,North,Silver
3395,Central,Bronze
3396,East,Bronze
3397,West,Silver
3398,South,Silver
3399,South,Platinum
3400,East,Bronze
3401,West,Silver
3402,North,Platinum
3403,West,Bronze
3404,East,Bronze
3405,West,Platinum
3406,North,Bronze
3407,West,Platinum
3408,South,Bronze
3409,West,Silver
3410,West,Gold
3411,North,Platinum
3412,West,Silver
3413,East,Platinum
3414,North,Bronze
3415,North,Bronze
3416,West,Bronze
3417,West,Silver
3418,East,Platinum
3419,South,Platinum
3420,West,Silver
3421,West,Silver
3422,South,Platinum
3423,North,Gold
3424,West,Silver
3425,South,Silver
3426,Central,Silver
3427,West,Platinum
3428,West,Platinum
3429,Central,Silver
3430,North,Gold
3431,Central,Platinum
3432,South,Platinum
3433,South,Silver
3434,East,Platinum
3435,East,Platinum
3436,West,Bronze
3437,West,Gold
3438,South,Bronze
3439,West,Platinum
3440,North,Gold
3441,North,Platinum
3442,South,Silver
3443,Central,Gold
3444,West,Bronze
3445,North,Platinum
3446,Central,Bronze
3447,South,Platinum
3448,North,Platinum
3449,Central,Silver
3450,West,Bronze
3451,North,Bronze
3452,Central,Bronze
3453,South,Silver
3454,North,Bronze
3455,West,Platinum
3456,South,Gold
3457,East,Platinum
3458,East,Silver
3459,South,Bronze
3460,West,Platinum
3461,West,Bronze
3462,West,Gold
3463,North,Platinum
3464,South,Silver
3465,West,Silver
3466,Central,Platinum
3467,West,Silver
3468,Central,Gold
3469,South,Platinum
3470,Central,Gold
3471,West,Bronze
3472,South,Silver
3473,Central,Bronze
3474,West,Silver
3475,South,Silver
3476,East,Bronze
3477,North,Platinum
3478,South,Bronze
3479,North,Bronze
3480,Central,Gold
3481,South,Gold
3482,South,Gold
3483,East,Bronze
3484,East,Silver
3485,West,Gold
3486,Central,Silver
3487,West,Gold
3488,West,Platinum
3489,West,Gold
3490,Central,Silver
3491,West,Platinum
3492,West,Silver
3493,Central,Gold
3494,East,Platinum
3495,South,Bronze
3496,East,Bronze
3497,West,Gold
3498,Central,Bronze
3499,East,Platinum
3500,Central,Platinum
3501,West,Gold
3502,Central,Platinum
3503,South,Silver
3504,South,Bronze
3505,North,Silver
3506,West,Silver
3507,North,Platinum
3508,West,Bronze
3509,Central,Gold
3510,East,Bronze
3511,North,Gold
3512,Central,Silver
3513,West,Gold
3514,West,Bronze
3515,East,Bronze
3516,East,Gold
3517,South,Gold
3518,East,Platinum
3519,South,Platinum
3520,Central,Silver
3521,Central,Gold
3522,South,Platinum
3523,West,Gold
3524,South,Bronze
3525,East,Silver
3526,East,Silver
3527,Central,Bronze
3528,South,Platinum
3529,West,Bronze
3530,North,Gold
3531,Central,Silver
3532,North,Gold
3533,North,Silver
3534,Central,Platinum
3535,Central,Bronze
3536,West,Gold
3537,South,Platinum
3538,South,Platinum
3539,North,Bronze
3540,South,Gold
3541,East,Bronze
3542,Central,Platinum
3543,North,Silver
3544,Central,Bronze
3545,West,Silver
3546,West,Bronze
3547,South,Platinum
3548,South,Silver
3549,East,Bronze
3550,West,Gold
3551,Central,Platinum
3552,West,Gold
3553,East,Gold
3554,East,Silver
3555,South,Platinum
3556,South,Platinum
3557,West,Silver
3558,North,Silver
3559,Central,Platinum
3560,South,Platinum
3561,Central,Platinum
3562,North,Platinum
3563,East,Platinum
3564,Central,Platinum
3565,Central,Bronze
3566,North,Bronze
3567,South,Silver
3568,South,Platinum
3569,Central,Gold
3570,West,Gold
3571,East,Gold
3572,West,Silver
3573,West,Gold
3574,South,Gold
3575,North,Platinum
3576,North,Gold
3577,North,Bronze
3578,West,Gold
3579,North,Platinum
3580,West,Bronze
3581,West,Silver
3582,South,Bronze
3583,South,Gold
3584,West,Platinum
3585,Central,Silver
3586,South,Bronze
3587,West,Silver
3588,Central,Gold
3589,South,Bronze
3590,North,Silver
3591,East,Bronze
3592,Central,Platinum
3593,West,Platinum
3594,North,Platinum
3595,East,Silver
3596,Central,Gold
3597,East,Silver
3598,Central,Gold
3599,West,Platinum
3600,West,Gold
3601,West,Bronze
3602,Central,Platinum
3603,North,Bronze
3604,South,Silver
3605,South,Bronze
3606,East,Gold
3607,West,Gold
3608,South,Bronze
3609,East,Silver
3610,West,Bronze
3611,West,Platinum
3612,Central,Gold
3613,South,Bronze
3614,West,Gold
3615,Central,Silver
3616,South,Platinum
3617,South,Silver
3618,West,Silver
3619,Central,Platinum
3620,South,Platinum
3621,West,Platinum
3622,West,Platinum
3623,East,Gold
3624,North,Gold
3625,South,Platinum
3626,East,Bronze
3627,South,Platinum
3628,South,Gold
3629,East,Platinum
3630,North,Gold
3631,West,Bronze
3632,North,Gold
3633,North,Gold
3634,West,Silver
3635,South,Platinum
3636,East,Platinum
3637,South,Platinum
3638,West,Platinum
3639,East,Platinum
3640,East,Silver
3641,East,Silver
3642,South,Platinum
3643,South,Gold
3644,East,Bronze
3645,North,Silver
3646,Central,Gold
3647,Central,Platinum
3648,West,Platinum
3649,Central,Platinum
3650,West,Platinum
3651,West,Silver
3652,West,Gold
3653,South,Bronze
3654,South,Bronze
3655,Central,Silver
3656,Central,Platinum
3657,North,Platinum
3658,North,Gold
3659,North,Silver
3660,West,Bronze
3661,East,Bronze
3662,Central,Silver
3663,Central,Bronze
3664,South,Platinum
3665,East,Silver
3666,North,Silver
3667,Central,Gold
3668,North,Gold
3669,North,Bronze
3670,East,Gold
3671,West,Gold
3672,West,Platinum
3673,East,Gold
3674,West,Gold
3675,North,Bronze
3676,North,Platinum
3677,West,Gold
3678,Central,Gold
3679,South,Gold
3680,North,Platinum
3681,West,Bronze
3682,North,Silver
3683,North,Gold
3684,North,Platinum
3685,South,Bronze
3686,West,Platinum
3687,North,Gold
3688,East,Gold
3689,Central,Platinum
3690,East,Silver
3691,West,Bronze
3692,West,Silver
3693,East,Silver
3694,South,Bronze
3695,North,Silver
3696,South,Silver
3697,Central,Silver
3698,East,Gold
3699,West,Platinum
3700,North,Gold
3701,North,Platinum
3702,West,Gold
3703,East,Bronze
3704,South,Platinum
3705,Central,Gold
3706,East,Bronze
3707,Central,Platinum
3708,Central,Platinum
3709,North,Silver
3710,South,Bronze
3711,South,Platinum
3712,East,Bronze
3713,Central,Bronze
3714,West,Silver
3715,South,Silver
3716,North,Platinum
3717,East,Bronze
3718,East,Platinum
3719,South,Platinum
3720,South,Gold
3721,West,Bronze
3722,Central,Gold
3723,North,Bronze
3724,Central,Platinum
3725,North,Silver
3726,East,Gold
3727,East,Silver
3728,Central,Gold
3729,North,Bronze
3730,East,Platinum
3731,East,Gold
3732,East,Bronze
3733,East,Gold
3734,North,Platinum
3735,Central,Bronze
3736,East,Silver
3737,East,Bronze
3738,West,Gold
3739,North,Gold
3740,South,Platinum
3741,South,Silver
3742,Central,Bronze
3743,East,Silver
3744,South,Silver
3745,Central,Bronze
3746,Central,Platinum
3747,Central,Silver
3748,North,Bronze
3749,West,Platinum
3750,South,Silver
3751,West,Gold
3752,South,Platinum
3753,Central,Gold
3754,South,Platinum
3755,East,Silver
3756,East,Platinum
3757,East,Gold
3758,North,Silver
3759,North,Silver
3760,South,Bronze
3761,South,Silver
3762,North,Bronze
3763,Central,Platinum
3764,North,Bronze
3765,North,Platinum
3766,North,Bronze
3767,West,Bronze
3768,East,Gold
3769,South,Bronze
3770,North,Bronze
3771,North,Gold
3772,West,Bronze
3773,North,Bronze
3774,Central,Gold
3775,Central,Platinum
3776,South,Platinum
3777,South,Bronze
3778,Central,Silver
3779,West,Bronze
3780,North,Bronze
3781,East,Gold
3782,North,Platinum
3783,East,Silver
3784,North,Gold
3785,West,Silver
3786,Central,Platinum
3787,North,Platinum
3788,North,Platinum
3789,West,Gold
3790,South,Bronze
3791,Central,Platinum
3792,South,Platinum
3793,North,Platinum
3794,North,Bronze
3795,East,Bronze
3796,West,Platinum
3797,East,Bronze
3798,Central,Silver
3799,North,Platinum
3800,West,Bronze
3801,East,Gold
3802,South,Bronze
3803,East,Platinum
3804,East,Bronze
3805,East,Bronze
3806,Central,Silver
3807,East,Platinum
3808,East,Bronze
3809,North,Platinum
3810,West,Gold
3811,North,Platinum
3812,West,Gold
3813,Central,Gold
3814,North,Silver
3815,North,Platinum
3816,South,Platinum
3817,North,Platinum
3818,South,Bronze
3819,West,Gold
3820,East,Bronze
3821,North,Platinum
3822,West,Platinum
3823,East,Bronze
3824,South,Silver
3825,North,Silver
3826,East,Bronze
3827,North,Bronze
3828,West,Gold
3829,Central,Bronze
3830,East,Silver
3831,East,Bronze
3832,Central,Gold
3833,Central,Platinum
3834,West,Silver
3835,North,Bronze
3836,West,Platinum
3837,West,Platinum
3838,East,Bronze
3839,North,Bronze
3840,East,Gold
3841,East,Bronze
3842,East,Silver
3843,Central,Platinum
3844,South,Platinum
3845,West,Platinum
3846,North,Silver
3847,East,Gold
3848,South,Platinum
3849,North,Gold
3850,Central,Platinum
3851,North,Platinum
3852,West,Bronze
3853,South,Platinum
3854,North,Gold
3855,Central,Bronze
3856,Central,Gold
3857,Central,Bronze
3858,West,Platinum
3859,East,Gold
3860,South,Silver
3861,North,Bronze
3862,South,Platinum
3863,South,Platinum
3864,West,Bronze
3865,North,Platinum
3866,East,Gold
3867,Central,Bronze
3868,South,Gold
3869,East,Platinum
3870,North,Gold
3871,North,Gold
3872,South,Bronze
3873,South,Gold
3874,North,Platinum
3875,South,Gold
3876,North,Bronze
3877,South,Gold
3878,Central,Platinum
3879,East,Gold
3880,West,Bronze
3881,North,Gold
3882,West,Platinum
3883,Central,Gold
3884,West,Gold
3885,West,Bronze
3886,South,Gold
3887,Central,Bronze
3888,Central,Platinum
3889,North,Platinum
3890,West,Silver
3891,North,Platinum
3892,South,Platinum
3893,South,Platinum
3894,North,Platinum
3895,South,Bronze
3896,South,Gold
3897,East,Silver
3898,Central,Silver
3899,West,Bronze
3900,South,Platinum
3901,West,Platinum
3902,Central,Platinum
3903,West,Bronze
3904,West,Platinum
3905,North,Gold
3906,South,Bronze
3907,South,Platinum
3908,West,Gold
3909,Central,Silver
3910,East,Silver
3911,West,Silver
3912,North,Bronze
3913,West,Platinum
3914,North,Bronze
3915,South,Platinum
3916,Central,Silver
3917,South,Gold
3918,South,Gold
3919,West,Platinum
3920,West,Platinum
3921,East,Silver
3922,North,Gold
3923,North,Gold
3924,West,Bronze
3925,Central,Silver
3926,West,Silver
3927,South,Platinum
3928,West,Platinum
3929,East,Bronze
3930,South,Bronze
3931,Central,Gold
3932,South,Bronze
3933,Central,Bronze
3934,West,Silver
3935,West,Platinum
3936,East,Gold
3937,West,Silver
3938,West,Silver
3939,West,Platinum
3940,South,Bronze
3941,North,Bronze
3942,Central,Silver
3943,North,Gold
3944,South,Gold
3945,North,Gold
3946,South,Platinum
3947,West,Platinum
3948,South,Silver
3949,West,Bronze
3950,South,Platinum
3951,North,Platinum
3952,South,Silver
3953,East,Bronze
3954,North,Platinum
3955,North,Platinum
3956,Central,Bronze
3957,North,Bronze
3958,East,Platinum
3959,North,Gold
3960,East,Bronze
3961,Central,Gold
3962,South,Bronze
3963,East,Bronze
3964,North,Platinum
3965,North,Bronze
3966,North,Gold
3967,North,Bronze
3968,North,Bronze
3969,South,Silver
3970,West,Gold
3971,South,Silver
3972,South,Bronze
3973,Central,Gold
3974,West,Bronze
3975,Central,Silver
3976,East,Silver
3977,North,Gold
3978,Central,Platinum
3979,South,Platinum
3980,Central,Bronze
3981,East,Silver
3982,Central,Silver
3983,East,Gold
3984,West,Bronze
3985,South,Platinum
3986,East,Platinum
3987,East,Platinum
3988,Central,Platinum
3989,West,Gold
3990,South,Gold
3991,North,Platinum
3992,North,Gold
3993,South,Gold
3994,Central,Gold
3995,Central,Bronze
3996,Central,Platinum
3997,Central,Platinum
3998,North,Silver
3999,North,Platinum
4000,South,Platinum
4001,East,Silver
4002,North,Bronze
4003,West,Platinum
4004,East,Platinum
4005,Central,Platinum
4006,West,Silver
4007,South,Silver
4008,East,Bronze
4009,West,Bronze
4010,West,Silver
4011,East,Gold
4012,South,Platinum
4013,West,Platinum
4014,West,Silver
4015,South,Platinum
4016,West,Gold
4017,West,Bronze
4018,South,Platinum
4019,South,Gold
4020,North,Gold
4021,South,Platinum
4022,West,Platinum
4023,East,Bronze
4024,North,Silver
4025,South,Platinum
4026,South,Silver
4027,Central,Bronze
4028,West,Platinum
4029,Central,Platinum
4030,North,Platinum
4031,North,Bronze
4032,North,Silver
4033,West,Platinum
4034,West,Silver
4035,West,Silver
4036,South,Platinum
4037,South,Gold
4038,South,Silver
4039,South,Silver
4040,Central,Platinum
4041,West,Bronze
4042,North,Silver
4043,South,Gold
4044,Central,Platinum
4045,East,Platinum
4046,North,Gold
4047,Central,Gold
4048,West,Platinum
4049,West,Platinum
4050,Central,Bronze
4051,South,Silver
4052,North,Platinum
4053,South,Platinum
4054,East,Platinum
4055,North,Bronze
4056,West,Platinum
4057,Central,Gold
4058,North,Silver
4059,East,Silver
4060,North,Bronze
4061,South,Bronze
4062,East,Silver
4063,Central,Platinum
4064,Central,Gold
4065,East,Bronze
4066,Central,Silver
4067,Central,Gold
4068,North,Platinum
4069,North,Bronze
4070,Central,Gold
4071,East,Gold
4072,Central,Bronze
4073,West,Gold
4074,South,Platinum
4075,South,Gold
4076,Central,Bronze
4077,South,Gold
4078,Central,Gold
4079,East,Platinum
4080,East,Platinum
4081,Central,Bronze
4082,South,Platinum
4083,North,Platinum
4084,North,Bronze
4085,North,Gold
4086,Central,Silver
4087,West,Bronze
4088,East,Gold
4089,West,Bronze
4090,Central,Bronze
4091,West,Platinum
4092,East,Gold
4093,Central,Bronze
4094,North,Gold
4095,Central,Bronze
4096,North,Silver
4097,Central,Platinum
4098,Central,Platinum
4099,North,Platinum
4100,East,Platinum
4101,Central,Gold
4102,South,Silver
4103,South,Gold
4104,West,Platinum
4105,West,Gold
4106,West,Silver
4107,South,Bronze
4108,Central,Bronze
4109,South,Gold
4110,North,Gold
4111,Central,Platinum
4112,South,Gold
4113,South,Gold
4114,North,Gold
4115,North,Bronze
4116,West,Platinum
4117,Central,Platinum
4118,Central,Gold
4119,West,Silver
4120,South,Platinum
4121,South,Bronze
4122,West,Bronze
4123,West,Silver
4124,East,Bronze
4125,North,Silver
4126,North,Platinum
4127,North,Bronze
4128,West,Platinum
4129,East,Silver
4130,Central,Silver
4131,Central,Platinum
4132,South,Bronze
4133,North,Platinum
4134,West,Platinum
4135,East,Platinum
4136,South,Bronze
4137,West,Platinum
4138,West,Gold
4139,West,Platinum
4140,Central,Gold
4141,East,Gold
4142,South,Gold
4143,South,Silver
4144,West,Silver
4145,North,Gold
4146,North,Platinum
4147,West,Platinum
4148,North,Silver
4149,West,Gold
4150,South,Platinum
4151,North,Gold
4152,South,Bronze
4153,South,Bronze
4154,South,Gold
4155,North,Bronze
4156,West,Gold
4157,East,Gold
4158,East,Silver
4159,Central,Bronze
4160,East,Silver
4161,West,Gold
4162,West,Platinum
4163,North,Platinum
4164,Central,Bronze
4165,Central,Platinum
4166,West,Platinum
4167,West,Platinum
4168,South,Platinum
4169,West,Platinum
4170,Central,Platinum
4171,East,Bronze
4172,Central,Bronze
4173,South,Gold
4174,South,Silver
4175,East,Gold
4176,North,Gold
4177,Central,Platinum
4178,East,Bronze
4179,North,Platinum
4180,North,Platinum
4181,West,Platinum
4182,East,Silver
4183,North,Platinum
4184,North,Platinum
4185,East,Silver
4186,North,Gold
4187,West,Silver
4188,South,Platinum
4189,Central,Platinum
4190,Central,Silver
4191,East,Gold
4192,Central,Bronze
4193,West,Bronze
4194,North,Bronze
4195,East,Silver
4196,West,Gold
4197,North,Bronze
4198,Central,Platinum
4199,West,Platinum
4200,North,Bronze
4201,West,Silver
4202,West,Gold
4203,West,Bronze
4204,East,Silver
4205,Central,Silver
4206,South,Platinum
4207,North,Platinum
4208,South,Bronze
4209,West,Silver
4210,North,Gold
4211,North,Bronze
4212,East,Bronze
4213,South,Gold
4214,North,Silver
4215,East,Silver
4216,East,Platinum
4217,South,Silver
4218,South,Silver
4219,East,Bronze
4220,East,Bronze
4221,Central,Silver
4222,Central,Bronze
4223,South,Platinum
4224,Central,Silver
4225,West,Gold
4226,North,Bronze
4227,Central,Platinum
4228,Central,Bronze
4229,North,Bronze
4230,West,Platinum
4231,Central,Gold
4232,North,Gold
4233,West,Gold
4234,West,Gold
4235,South,Gold
4236,North,Silver
4237,Central,Platinum
4238,Central,Platinum
4239,Central,Silver
4240,North,Bronze
4241,South,Gold
4242,West,Platinum
4243,Central,Gold
4244,North,Platinum
4245,West,Bronze
4246,Central,Bronze
4247,Central,Bronze
4248,East,Silver
4249,Central,Bronze
4250,Central,Gold
4251,Central,Platinum
4252,South,Platinum
4253,South,Gold
4254,South,Platinum
4255,West,Bronze
4256,West,Platinum
4257,North,Gold
4258,East,Platinum
4259,Central,Gold
4260,Central,Silver
4261,East,Platinum
4262,South,Bronze
4263,North,Silver
4264,North,Silver
4265,West,Bronze
4266,East,Bronze
4267,East,Bronze
4268,South,Silver
4269,East,Silver
4270,South,Bronze
4271,West,Gold
4272,East,Gold
4273,East,Platinum
4274,Central,Gold
4275,North,Bronze
4276,East,Bronze
4277,North,Silver
4278,South,Platinum
4279,East,Silver
4280,West,Bronze
4281,South,Silver
4282,East,Gold
4283,West,Silver
4284,West,Platinum
4285,South,Gold
4286,Central,Platinum
4287,North,Silver
4288,South,Platinum
4289,West,Bronze
4290,East,Bronze
4291,West,Bronze
4292,West,Silver
4293,South,Silver
4294,South,Bronze
4295,South,Silver
4296,North,Platinum
4297,Central,Bronze
4298,East,Bronze
4299,South,Gold
4300,East,Platinum
4301,South,Silver
4302,North,Gold
4303,Central,Silver
4304,Central,Gold
4305,West,Bronze
4306,North,Bronze
4307,South,Platinum
4308,East,Silver
4309,South,Silver
4310,South,Platinum
4311,East,Platinum
4312,North,Bronze
4313,Central,Silver
4314,North,Bronze
4315,North,Silver
4316,East,Gold
4317,Central,Bronze
4318,North,Platinum
4319,South,Silver
4320,Central,Platinum
4321,South,Silver
4322,Central,Platinum
4323,East,Platinum
4324,North,Platinum
4325,North,Bronze
4326,East,Silver
4327,East,Bronze
4328,South,Gold
4329,Central,Gold
4330,North,Platinum
4331,South,Gold
4332,East,Silver
4333,West,Bronze
4334,West,Gold
4335,West,Platinum
4336,North,Bronze
4337,North,Platinum
4338,South,Bronze
4339,West,Silver
4340,West,Bronze
4341,West,Platinum
4342,North,Gold
4343,South,Gold
4344,South,Gold
4345,South,Gold
4346,Central,Silver
4347,South,Bronze
4348,East,Bronze
4349,Central,Silver
4350,South,Gold
4351,Central,Bronze
4352,North,Platinum
4353,Central,Silver
4354,Central,Silver
4355,South,Platinum
4356,Central,Silver
4357,East,Silver
4358,South,Bronze
4359,South,Platinum
4360,West,Bronze
4361,West,Platinum
4362,Central,Silver
4363,East,Platinum
4364,Central,Silver
4365,Central,Bronze
4366,North,Gold
4367,North,Platinum
4368,West,Platinum
4369,South,Platinum
4370,Central,Silver
4371,Central,Silver
4372,West,Bronze
4373,North,Gold
4374,East,Platinum
4375,West,Platinum
4376,South,Silver
4377,East,Bronze
4378,West,Platinum
4379,East,Bronze
4380,East,Platinum
4381,East,Bronze
4382,East,Bronze
4383,North,Gold
4384,Central,Silver
4385,East,Gold
4386,East,Silver
4387,Central,Bronze
4388,North,Bronze
4389,Central,Silver
4390,Central,Platinum
4391,East,Silver
4392,North,Gold
4393,West,Silver
4394,South,Platinum
4395,East,Platinum
4396,East,Bronze
4397,South,Gold
4398,Central,Bronze
4399,East,Silver
4400,Central,Bronze
4401,South,Platinum
4402,West,Silver
4403,East,Bronze
4404,East,Platinum
4405,East,Silver
4406,South,Silver
4407,South,Gold
4408,North,Silver
4409,Central,Bronze
4410,West,Platinum
4411,East,Gold
4412,West,Gold
4413,North,Gold
4414,West,Silver
4415,Central,Silver
4416,North,Gold
4417,North,Platinum
4418,West,Silver
4419,South,Platinum
4420,East,Silver
4421,North,Gold
4422,West,Bronze
4423,West,Bronze
4424,North,Platinum
4425,West,Silver
4426,East,Silver
4427,East,Bronze
4428,Central,Gold
4429,North,Silver
4430,South,Silver
4431,East,Gold
4432,Central,Silver
4433,East,Gold
4434,East,Silver
4435,Central,Gold
4436,North,Gold
4437,West,Bronze
4438,South,Platinum
4439,North,Platinum
4440,West,Platinum
4441,North,Platinum
4442,Central,Gold
4443,West,Bronze
4444,South,Gold
4445,Central,Platinum
4446,North,Bronze
4447,South,Gold
4448,West,Platinum
4449,Central,Gold
4450,West,Gold
4451,Central,Gold
4452,North,Platinum
4453,North,Platinum
4454,North,Silver
4455,Central,Bronze
4456,South,Gold
4457,West,Silver
4458,South,Bronze
4459,Central,Gold
4460,North,Bronze
4461,South,Silver
4462,West,Bronze
4463,West,Platinum
4464,Central,Bronze
4465,South,Platinum
4466,West,Silver
4467,West,Platinum
4468,East,Platinum
4469,West,Platinum
4470,East,Bronze
4471,South,Bronze
4472,South,Silver
4473,Central,Platinum
4474,North,Silver
4475,North,Silver
4476,West,Bronze
4477,West,Platinum
4478,North,Silver
4479,South,Bronze
4480,Central,Gold
4481,North,Bronze
4482,West,Platinum
4483,West,Platinum
4484,North,Gold
4485,West,Gold
4486,North,Gold
4487,South,Bronze
4488,North,Silver
4489,Central,Gold
4490,Central,Platinum
4491,East,Silver
4492,Central,Bronze
4493,West,Bronze
4494,West,Silver
4495,North,Silver
4496,North,Bronze
4497,Central,Bronze
4498,North,Platinum
4499,North,Bronze
4500,South,Gold
4501,South,Bronze
4502,Central,Silver
4503,West,Platinum
4504,East,Bronze
4505,North,Platinum
4506,South,Gold
4507,East,Platinum
4508,Central,Platinum
4509,East,Gold
4510,East,Gold
4511,North,Platinum
4512,West,Platinum
4513,South,Bronze
4514,East,Platinum
4515,South,Platinum
4516,South,Bronze
4517,South,Bronze
4518,East,Bronze
4519,South,Silver
4520,West,Silver
4521,North,Platinum
4522,East,Silver
4523,East,Silver
4524,West,Platinum
4525,West,Gold
4526,North,Silver
4527,Central,Silver
4528,East,Platinum
4529,East,Bronze
4530,South,Gold
4531,East,Gold
4532,South,Bronze
4533,South,Platinum
4534,East,Platinum
4535,West,Bronze
4536,North,Gold
4537,Central,Silver
4538,Central,Platinum
4539,West,Silver
4540,North,Platinum
4541,North,Bronze
4542,East,Platinum
4543,South,Bronze
4544,North,Bronze
4545,South,Platinum
4546,East,Bronze
4547,North,Bronze
4548,West,Platinum
4549,Central,Platinum
4550,North,Bronze
4551,West,Bronze
4552,East,Gold
4553,North,Bronze
4554,West,Platinum
4555,West,Gold
4556,South,Silver
4557,South,Platinum
4558,South,Bronze
4559,Central,Gold
4560,East,Platinum
4561,East,Gold
4562,South,Bronze
4563,East,Silver
4564,East,Silver
4565,West,Platinum
4566,South,Platinum
4567,East,Platinum
4568,West,Platinum
4569,South,Silver
4570,North,Bronze
4571,South,Bronze
4572,Central,Gold
4573,Central,Bronze
4574,West,Platinum
4575,Central,Platinum
4576,Central,Silver
4577,West,Gold
4578,North,Platinum
4579,South,Silver
4580,West,Bronze
4581,Central,Silver
4582,North,Gold
4583,West,Platinum
4584,Central,Bronze
4585,Central,Platinum
4586,South,Platinum
4587,West,Bronze
4588,West,Platinum
4589,North,Silver
4590,Central,Bronze
4591,South,Silver
4592,Central,Gold
4593,West,Bronze
4594,West,Silver
4595,West,Bronze
4596,South,Silver
4597,North,Gold
4598,South,Silver
4599,North,Gold
4600,North,Platinum
4601,West,Platinum
4602,West,Platinum
4603,Central,Silver
4604,East,Bronze
4605,West,Silver
4606,North,Platinum
4607,South,Bronze
4608,West,Silver
4609,East,Platinum
4610,Central,Silver
4611,South,Platinum
4612,North,Bronze
4613,South,Bronze
4614,Central,Platinum
4615,South,Gold
4616,West,Gold
4617,North,Silver
4618,Central,Gold
4619,South,Bronze
4620,Central,Platinum
4621,East,Gold
4622,South,Silver
4623,East,Bronze
4624,North,Platinum
4625,East,Silver
4626,West,Bronze
4627,North,Gold
4628,North,Bronze
4629,West,Platinum
4630,East,Bronze
4631,East,Bronze
4632,Central,Gold
4633,East,Platinum
4634,West,Bronze
4635,South,Gold
4636,Central,Bronze
4637,East,Gold
4638,Central,Silver
4639,West,Bronze
4640,Central,Gold
4641,East,Silver
4642,South,Bronze
4643,West,Gold
4644,North,Silver
4645,East,Gold
4646,North,Bronze
4647,North,Bronze
4648,Central,Bronze
4649,South,Silver
4650,East,Bronze
4651,Central,Silver
4652,North,Bronze
4653,East,Platinum
4654,South,Silver
4655,South,Platinum
4656,North,Platinum
4657,North,Silver
4658,East,Gold
4659,North,Bronze
4660,South,Bronze
4661,North,Bronze
4662,West,Gold
4663,West,Silver
4664,South,Gold
4665,Central,Silver
4666,South,Bronze
4667,East,Gold
4668,East,Bronze
4669,West,Silver
4670,South,Silver
4671,East,Bronze
4672,North,Gold
4673,Central,Gold
4674,Central,Silver
4675,East,Platinum
4676,Central,Platinum
4677,East,Bronze
4678,Central,Silver
4679,South,Gold
4680,North,Gold
4681,South,Silver
4682,Central,Silver
4683,North,Bronze
4684,North,Silver
4685,West,Silver
4686,North,Bronze
4687,South,Gold
4688,North,Platinum
4689,South,Silver
4690,North,Bronze
4691,Central,Gold
4692,Central,Gold
4693,Central,Bronze
4694,South,Silver
4695,Central,Bronze
4696,Central,Platinum
4697,North,Gold
4698,North,Bronze
4699,West,Gold
4700,West,Silver
4701,Central,Silver
4702,North,Gold
4703,Central,Gold
4704,Central,Platinum
4705,East,Silver
4706,West,Gold
4707,South,Gold
4708,South,Bronze
4709,West,Gold
4710,East,Platinum
4711,West,Silver
4712,South,Platinum
4713,East,Silver
4714,South,Bronze
4715,West,Gold
4716,West,Platinum
4717,West,Bronze
4718,North,Platinum
4719,West,Bronze
4720,Central,Platinum
4721,North,Gold
4722,Central,Gold
4723,South,Silver
4724,South,Gold
4725,North,Bronze
4726,North,Silver
4727,West,Platinum
4728,South,Gold
4729,South,Bronze
4730,South,Platinum
4731,Central,Bronze
4732,North,Platinum
4733,North,Bronze
4734,Central,Silver
4735,Central,Silver
4736,Central,Gold
4737,North,Platinum
4738,East,Gold
4739,South,Platinum
4740,East,Bronze
4741,South,Gold
4742,East,Silver
4743,West,Bronze
4744,East,Bronze
4745,North,Silver
4746,North,Gold
4747,Central,Platinum
4748,South,Platinum
4749,Central,Platinum
4750,North,Bronze
4751,West,Silver
4752,East,Gold
4753,North,Gold
4754,West,Bronze
4755,North,Platinum
4756,West,Platinum
4757,West,Silver
4758,West,Platinum
4759,South,Gold
4760,West,Gold
4761,West,Bronze
4762,North,Bronze
4763,South,Bronze
4764,Central,Bronze
4765,North,Silver
4766,South,Gold
4767,South,Platinum
4768,West,Bronze
4769,West,Bronze
4770,North,Silver
4771,West,Silver
4772,North,Silver
4773,East,Gold
4774,Central,Silver
4775,West,Silver
4776,West,Gold
4777,East,Platinum
4778,South,Silver
4779,North,Silver
4780,East,Platinum
4781,East,Bronze
4782,West,Platinum
4783,West,Gold
4784,East,Bronze
4785,Central,Silver
4786,West,Bronze
4787,East,Platinum
4788,North,Gold
4789,West,Silver
4790,South,Platinum
4791,North,Gold
4792,South,Silver
4793,West,Silver
4794,West,Bronze
4795,South,Silver
4796,South,Bronze
4797,Central,Gold
4798,East,Silver
4799,South,Bronze
4800,South,Bronze
4801,South,Bronze
4802,Central,Gold
4803,South,Platinum
4804,Central,Silver
4805,South,Silver
4806,East,Silver
4807,East,Gold
